job_id	entity_id	conformation	seed	job_hash_equal	own_pair_label	rli_pair_label	pair_label_equal	own_native_class	rli_native_class	own_cross_class	rli_cross_class	own_selected_models	rli_selected_models	own_haddock_score	rli_haddock_score	haddock_delta_own_minus_rli	own_consensus_fraction	rli_consensus_fraction
CANDIDATE_V29_GEN__C0196__4FE244A75263CB6F_8x6b_s917_12d2ffc26491	V29_GEN__C0196__4FE244A75263CB6F	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	8	-72.5782	-71.54388	-1.034319999999994	0.75	1.0
CANDIDATE_V29_GEN__C0196__5496DFDAF7CE6081_8x6b_s917_10884bfa8b75	V29_GEN__C0196__5496DFDAF7CE6081	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-56.40069999999999	-64.76064	8.359940000000002	0.9	0.9
CANDIDATE_V29_GEN__C0196__96315AC38F0836A1_9e6y_s917_10219e911b3d	V29_GEN__C0196__96315AC38F0836A1	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	7	-57.28617999999999	-55.3481	-1.9380799999999851	0.9	0.857143
CANDIDATE_V29_GEN__C0196__B453A6E0EA7F5B20_9e6y_s917_13be372cd7cb	V29_GEN__C0196__B453A6E0EA7F5B20	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	8	9	-72.7508	-76.79896	4.048159999999996	0.75	0.888889
CANDIDATE_V29_GEN__C0196__EDD09125D4CB0F8C_9e6y_s917_1897606f6145	V29_GEN__C0196__EDD09125D4CB0F8C	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	10	10	-59.34636999999999	-73.69839999999999	14.35203	0.6	0.5
CANDIDATE_V29_GEN__C0210__10976B87B4B345FA_9e6y_s917_25dd3009cdfb	V29_GEN__C0210__10976B87B4B345FA	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	8	8	-92.98687	-93.404	0.4171300000000002	0.75	1.0
CANDIDATE_V29_GEN__C0210__2C232D280A8D6C9C_9e6y_s917_20522beedfb9	V29_GEN__C0210__2C232D280A8D6C9C	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	7	-58.01523	-66.20275999999998	8.187529999999981	0.555556	0.714286
CANDIDATE_V29_GEN__C0210__3797DC0EBB4AA432_9e6y_s917_22fcdd284288	V29_GEN__C0210__3797DC0EBB4AA432	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	5	4	-77.80362000000001	-67.69961	-10.104010000000002	0.8	0.75
CANDIDATE_V29_GEN__C0210__3E0EF4B28A6DA1E0_9e6y_s917_1a4a4d59f868	V29_GEN__C0210__3E0EF4B28A6DA1E0	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	4	4	-55.9147	-65.52510000000001	9.610400000000006	1.0	1.0
CANDIDATE_V29_GEN__C0210__4DC5A297967D859E_8x6b_s917_12d247737b8a	V29_GEN__C0210__4DC5A297967D859E	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	A	A	B	A	10	10	-56.08533999999999	-64.50698	8.42164000000001	0.8	0.7
CANDIDATE_V29_GEN__C0210__870A437362578F31_8x6b_s917_237ea7aca02b	V29_GEN__C0210__870A437362578F31	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-88.1804	-83.2001	-4.9803	0.5	0.5
CANDIDATE_V29_GEN__C0210__A7248E4763871C0F_8x6b_s917_149d71e8db2a	V29_GEN__C0210__A7248E4763871C0F	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	9	-71.0411	-79.2928	8.2517	0.777778	0.888889
CANDIDATE_V29_GEN__C0219__8C00E37F4EA2D8AE_8x6b_s917_157a30a7a016	V29_GEN__C0219__8C00E37F4EA2D8AE	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	6	10	-62.80455999999998	-73.4903	10.685740000000024	0.833333	0.8
CANDIDATE_V29_GEN__C0219__BE7A3EB1EEC0945B_8x6b_s917_19c074c9be9e	V29_GEN__C0219__BE7A3EB1EEC0945B	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	7	-80.82570000000001	-66.6991	-14.12660000000001	0.7	0.857143
CANDIDATE_V29_GEN__C0219__DD9F7CD13470881B_8x6b_s917_15b25fd862fd	V29_GEN__C0219__DD9F7CD13470881B	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-85.54678	-86.75039999999998	1.2036199999999866	1.0	1.0
CANDIDATE_V29_GEN__C0248__551F32C18774EA58_8x6b_s917_1655a9fadf81	V29_GEN__C0248__551F32C18774EA58	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-64.65722000000001	-50.56919402	-14.088025980000012	0.6	0.7
CANDIDATE_V29_GEN__C0251__9414C6DC2186937B_8x6b_s917_1051c562145f	V29_GEN__C0251__9414C6DC2186937B	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-69.76504999999999	-77.6597	7.894650000000013	0.7	0.8
CANDIDATE_V29_GEN__C0251__A4DB7D23A87B49A1_9e6y_s917_1954a935e20b	V29_GEN__C0251__A4DB7D23A87B49A1	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-68.89627	-58.13469999999999	-10.761570000000013	0.9	0.9
CANDIDATE_V29_GEN__C0251__BF3A4C6BADC3ABE3_9e6y_s917_0ece5ba3709a	V29_GEN__C0251__BF3A4C6BADC3ABE3	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	5	5	-99.7312	-83.0632	-16.668000000000006	1.0	1.0
CANDIDATE_V29_GEN__C0251__EB3F1CAD10A3FFC4_8x6b_s917_1d8b708bc3b0	V29_GEN__C0251__EB3F1CAD10A3FFC4	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	9	9	-69.65894	-73.9555	4.2965599999999995	0.888889	0.666667
CANDIDATE_V29_GEN__C0258__4BBB7A4080E8FA49_8x6b_s917_17989588cbaf	V29_GEN__C0258__4BBB7A4080E8FA49	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-57.46146	-64.56259999999999	7.101139999999987	0.4	0.5
CANDIDATE_V29_GEN__C0258__820DA4C8F35B4453_9e6y_s917_119bd6740b41	V29_GEN__C0258__820DA4C8F35B4453	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-66.24125	-77.41259999999998	11.17134999999999	0.4	0.6
CANDIDATE_V29_GEN__C0258__C4B4DB737886DC2E_8x6b_s917_1ca490afd3ab	V29_GEN__C0258__C4B4DB737886DC2E	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	7	-76.4896	-73.8964	-2.593199999999996	0.5	0.571429
CANDIDATE_V29_GEN__C0258__C98B92FCAE2CD65D_9e6y_s917_13718120a4a5	V29_GEN__C0258__C98B92FCAE2CD65D	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-64.78320000000001	-64.79762	0.014419999999986999	0.7	0.6
CANDIDATE_V29_GEN__C0258__DFF84F7F7C5FEBF3_9e6y_s917_225ef0181225	V29_GEN__C0258__DFF84F7F7C5FEBF3	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-72.66860000000001	-60.3647	-12.303900000000013	0.5	0.9
CANDIDATE_V29_GEN__C0283__1A6657F6DC4BA222_8x6b_s917_1ca91c45a47c	V29_GEN__C0283__1A6657F6DC4BA222	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-62.94690000000001	-53.869699999999995	-9.077200000000012	0.5	0.6
CANDIDATE_V29_GEN__C0283__27E9654351936170_9e6y_s917_0a857a1908eb	V29_GEN__C0283__27E9654351936170	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	10	8	-75.4125	-97.11609999999999	21.703599999999994	0.5	0.875
CANDIDATE_V29_GEN__C0283__5B40979264C233B8_8x6b_s917_1bc9db2147a6	V29_GEN__C0283__5B40979264C233B8	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-90.4053	-64.4145	-25.990799999999993	0.7	0.8
CANDIDATE_V29_GEN__C0283__64C7FEBECCEF2171_9e6y_s917_149ac85c4c58	V29_GEN__C0283__64C7FEBECCEF2171	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	8	-62.89030000000002	-63.37700000000001	0.4866999999999919	0.714286	0.5
CANDIDATE_V29_GEN__C0283__D928301A789CD0F0_8x6b_s917_0e9a69bd99ab	V29_GEN__C0283__D928301A789CD0F0	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-81.39713	-80.83829999999999	-0.5588300000000146	0.8	0.625
CANDIDATE_V29_GEN__C0283__DA1E6C23AB9CBEB8_9e6y_s917_1dee122d066a	V29_GEN__C0283__DA1E6C23AB9CBEB8	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-52.85692	-53.46681000000002	0.6098900000000143	0.8	0.7
CANDIDATE_V29_GEN__C0283__DEA853441472BDBC_8x6b_s917_13ed6dddcbe7	V29_GEN__C0283__DEA853441472BDBC	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-102.03792	-110.62700000000001	8.58908000000001	0.888889	1.0
CANDIDATE_V29_GEN__C0299__779FAD4B26BEED8E_8x6b_s917_163f14e8d483	V29_GEN__C0299__779FAD4B26BEED8E	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	4	4	-76.85137999999999	-72.92724000000001	-3.92413999999998	0.75	1.0
CANDIDATE_V29_GEN__C0299__779FAD4B26BEED8E_9e6y_s917_1ad10299200a	V29_GEN__C0299__779FAD4B26BEED8E	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	7	4	-89.67244	-56.229960000000005	-33.44247999999999	0.714286	0.75
CANDIDATE_V29_GEN__C0299__DB03341D5BC4858A_9e6y_s917_13338056e790	V29_GEN__C0299__DB03341D5BC4858A	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	10	10	-81.16044000000001	-51.609460000000006	-29.550980000000003	0.7	0.8
CANDIDATE_V29_GEN__C0304__486CACB9DD817C84_8x6b_s917_17ddba298b71	V29_GEN__C0304__486CACB9DD817C84	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	5	6	-58.87092000000001	-53.90544	-4.965480000000014	0.6	0.666667
CANDIDATE_V29_GEN__C0304__5816A448A19ACE23_9e6y_s917_1679d2c7ae77	V29_GEN__C0304__5816A448A19ACE23	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-69.41311999999999	-87.05916	17.646040000000013	0.7	0.6
CANDIDATE_V29_GEN__C0304__8FAE72B990E26CC1_8x6b_s917_1c062f5eee38	V29_GEN__C0304__8FAE72B990E26CC1	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-56.82560000000001	-62.51818999999999	5.692589999999981	1.0	1.0
CANDIDATE_V29_GEN__C0304__EDF6749F1A5E73F3_9e6y_s917_12c02cf16120	V29_GEN__C0304__EDF6749F1A5E73F3	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	10	-55.22544	-61.1768	5.951360000000001	0.666667	0.7
CANDIDATE_V29_GEN__C0311__06E962512903C37A_8x6b_s917_10a4bd61f7dc	V29_GEN__C0311__06E962512903C37A	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	6	-72.94109	-59.463939999999994	-13.477150000000009	0.714286	1.0
CANDIDATE_V29_GEN__C0311__0FED6854CB199A22_9e6y_s917_0ddb553d07ef	V29_GEN__C0311__0FED6854CB199A22	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	10	10	-68.63712	-42.55918	-26.077939999999998	0.6	0.5
CANDIDATE_V29_GEN__C0311__5A3F5D42E90F64A7_8x6b_s917_17f87287b2a1	V29_GEN__C0311__5A3F5D42E90F64A7	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-59.8519	-54.604219999999984	-5.247680000000017	0.8	0.6
CANDIDATE_V29_GEN__C0311__E40C411844235820_8x6b_s917_0cf6859a8073	V29_GEN__C0311__E40C411844235820	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-55.5586	-60.01500000000001	4.456400000000009	0.7	0.7
CANDIDATE_V29_GEN__C0324__062517E083DA007A_8x6b_s917_209019c3230d	V29_GEN__C0324__062517E083DA007A	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-37.5383	-54.1832	16.6449	0.7	0.555556
CANDIDATE_V29_GEN__C0324__705D565A239DA688_8x6b_s917_1b987aeddcbf	V29_GEN__C0324__705D565A239DA688	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-73.48570000000001	-62.303700000000006	-11.182000000000002	0.6	0.7
CANDIDATE_V29_GEN__C0324__CA394C971936E543_9e6y_s917_11253d9df293	V29_GEN__C0324__CA394C971936E543	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	9	10	-56.6976	-51.032499	-5.665101	0.666667	0.5
CANDIDATE_V29_GEN__C0348__0B8A96AD17EEB489_8x6b_s917_1c7eaed17175	V29_GEN__C0348__0B8A96AD17EEB489	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-74.60311000000002	-82.52256	7.9194499999999834	0.9	1.0
CANDIDATE_V29_GEN__C0348__18C6E5B1C9CD6BAD_8x6b_s917_0b971e263e35	V29_GEN__C0348__18C6E5B1C9CD6BAD	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-75.3929	-88.5846	13.191699999999997	0.9	0.5
CANDIDATE_V29_GEN__C0348__18C6E5B1C9CD6BAD_9e6y_s917_188838ed3396	V29_GEN__C0348__18C6E5B1C9CD6BAD	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-85.0027	-88.45259999999999	3.4498999999999853	0.6	0.8
CANDIDATE_V29_GEN__C0348__288E0865EE68A8B2_9e6y_s917_0be79f014729	V29_GEN__C0348__288E0865EE68A8B2	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	A	B	B	10	10	-83.5908	-65.37879999999998	-18.212000000000018	0.6	0.6
CANDIDATE_V29_GEN__C0348__67842885D9CF6BA1_8x6b_s917_18e786a3ec5c	V29_GEN__C0348__67842885D9CF6BA1	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-50.38602999999999	-63.10213	12.716100000000012	0.5	0.5
CANDIDATE_V29_GEN__C0348__67842885D9CF6BA1_9e6y_s917_0ee3d0fcef0d	V29_GEN__C0348__67842885D9CF6BA1	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-51.14240000000001	-53.60797	2.4655699999999925	0.7	0.6
CANDIDATE_V29_GEN__C0348__BF5DA584DD97F646_9e6y_s917_11bd02c71065	V29_GEN__C0348__BF5DA584DD97F646	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-97.20700000000001	-76.6567	-20.550300000000007	0.7	0.8
CANDIDATE_V29_GEN__C0348__EFA21C0205C369EE_8x6b_s917_11232607bda8	V29_GEN__C0348__EFA21C0205C369EE	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	9	10	-98.0017	-106.4527	8.450999999999993	0.666667	1.0
CANDIDATE_V29_GEN__C0354__47C44A19876DA521_8x6b_s917_0f516391e586	V29_GEN__C0354__47C44A19876DA521	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	4	7	-86.223	-87.26910000000001	1.0461000000000098	1.0	1.0
CANDIDATE_V29_GEN__C0354__A71A30587B35EE1E_8x6b_s917_187762c2f250	V29_GEN__C0354__A71A30587B35EE1E	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-74.9222	-80.6102	5.688000000000002	0.7	0.8
CANDIDATE_V29_GEN__C0360__A590B8FAA06CAB2E_9e6y_s917_198be7462ff6	V29_GEN__C0360__A590B8FAA06CAB2E	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-58.80570000000001	-55.361399999999996	-3.4443000000000126	0.8	0.5
CANDIDATE_V29_GEN__C0360__C2A403C4989CB9D1_8x6b_s917_1b844e68b7ff	V29_GEN__C0360__C2A403C4989CB9D1	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-57.487099999999984	-61.7813	4.294200000000018	0.8	0.6
CANDIDATE_V29_GEN__C0360__D85667901209D43D_9e6y_s917_1a079cdf88cc	V29_GEN__C0360__D85667901209D43D	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	6	-52.9318	-61.30078	8.36898	1.0	0.833333
CANDIDATE_V29_GEN__C0360__E303F6B04BF4D802_8x6b_s917_23f0a6ded35b	V29_GEN__C0360__E303F6B04BF4D802	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-58.6138	-58.72459999999998	0.11079999999998336	0.7	0.7
CANDIDATE_V29_GEN__C0379__5014E295911A2DEB_9e6y_s917_17f4ec0d8a61	V29_GEN__C0379__5014E295911A2DEB	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-48.18938000000001	-50.07705999999999	1.8876799999999818	0.5	0.7
CANDIDATE_V29_GEN__C0379__F4E751BBAFD7EA77_8x6b_s917_1b693aa0ae2b	V29_GEN__C0379__F4E751BBAFD7EA77	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-65.68190000000001	-62.86702	-2.8148800000000165	0.9	0.75
CANDIDATE_V29_GEN__C0409__0B5B9AE5E6F56BAF_9e6y_s917_18fa553307b9	V29_GEN__C0409__0B5B9AE5E6F56BAF	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-53.9189	-57.735299999999995	3.8163999999999945	0.5	0.5
CANDIDATE_V29_GEN__C0409__41BFAF91FCB0EC3B_9e6y_s917_243f489297f0	V29_GEN__C0409__41BFAF91FCB0EC3B	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-100.85839999999999	-102.4084	1.5500000000000114	0.5	0.4
CANDIDATE_V29_GEN__C0409__70E1529B826ACB14_9e6y_s917_1a450559b13b	V29_GEN__C0409__70E1529B826ACB14	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-71.42302000000001	-76.88134000000001	5.4583200000000005	0.6	0.6
CANDIDATE_V29_GEN__C0411__6856635D21BE7D2E_9e6y_s917_0c1d2572fc9a	V29_GEN__C0411__6856635D21BE7D2E	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	7	8	-62.546600000000005	-63.79339999999999	1.2467999999999861	0.714286	0.625
CANDIDATE_V29_GEN__C0411__BE76690B84110B76_8x6b_s917_2485276d4392	V29_GEN__C0411__BE76690B84110B76	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-42.61941000000001	-46.371490000000016	3.7520800000000065	0.7	0.6
CANDIDATE_V29_GEN__C0411__D4D9712BF112E22C_9e6y_s917_1b0152853b8b	V29_GEN__C0411__D4D9712BF112E22C	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	10	10	-58.9486	-70.01080000000002	11.062200000000018	0.6	0.6
CANDIDATE_V29_GEN__C0418__0B5329A9B45B3FBF_8x6b_s917_1bbdb34a0fec	V29_GEN__C0418__0B5329A9B45B3FBF	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	A	A	B	10	10	-65.40946000000001	-57.92039000000001	-7.489069999999998	0.5	0.5
CANDIDATE_V29_GEN__C0448__302C40AB55A43A1A_8x6b_s917_1a35dec1650d	V29_GEN__C0448__302C40AB55A43A1A	8x6b	917	true	STRICT_A	OTHER	false	A	E	A	E	7	10	-61.572739999999996	-65.90456	4.3318200000000076	0.714286	0.5
CANDIDATE_V29_GEN__C0448__A05E1FFE99F642E2_9e6y_s917_121b70e6037c	V29_GEN__C0448__A05E1FFE99F642E2	9e6y	917	true	OTHER	STRICT_A	false	B	A	E	A	10	10	-69.3002	-66.33869999999999	-2.961500000000015	0.5	0.5
CANDIDATE_V29_GEN__C0448__E3163F6A86592E0C_8x6b_s917_194255690377	V29_GEN__C0448__E3163F6A86592E0C	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	7	-71.47783999999999	-63.37209999999999	-8.105739999999997	0.5	0.857143
CANDIDATE_V29_GEN__C0448__E58A46834BB5847A_8x6b_s917_0cc2e5fc1229	V29_GEN__C0448__E58A46834BB5847A	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	4	4	-73.11760000000001	-72.96132	-0.15628000000000952	1.0	1.0
CANDIDATE_V29_GEN__C0474__53AA8BF6B8CC5B62_8x6b_s917_1233144f789b	V29_GEN__C0474__53AA8BF6B8CC5B62	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-95.5874	-88.60079999999999	-6.98660000000001	0.6	0.9
CANDIDATE_V29_GEN__C0474__7813504D713C6F70_8x6b_s917_10f3d4f404c2	V29_GEN__C0474__7813504D713C6F70	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	7	-52.41433999999998	-50.344440000000006	-2.0698999999999756	0.6	0.571429
CANDIDATE_V29_GEN__C0474__82E71609094DF3B4_8x6b_s917_234980dc30f7	V29_GEN__C0474__82E71609094DF3B4	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-44.0661	-49.389540000000004	5.323440000000005	0.7	0.625
CANDIDATE_V29_GEN__C0474__DC3E832CF15F4F2F_9e6y_s917_192802bc6f9e	V29_GEN__C0474__DC3E832CF15F4F2F	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-77.838	-67.2125	-10.625499999999988	0.8	0.6
CANDIDATE_V29_GEN__C0474__EB175F8EFE2CAC4F_9e6y_s917_1ca1911ac354	V29_GEN__C0474__EB175F8EFE2CAC4F	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-73.3306	-71.31560000000002	-2.0149999999999864	1.0	1.0
CANDIDATE_V29_GEN__C0495__011326C2B11716B1_8x6b_s917_0fd7d8283397	V29_GEN__C0495__011326C2B11716B1	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-62.220929999999996	-63.56097	1.340040000000002	0.666667	0.8
CANDIDATE_V29_GEN__C0495__BF3A46ED1C15A2D2_8x6b_s917_1bfa17ea7639	V29_GEN__C0495__BF3A46ED1C15A2D2	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	9	-44.79799	-47.90144000000001	3.1034500000000094	0.7	0.666667
CANDIDATE_V29_GEN__C0495__C8B62934CE04BB70_9e6y_s917_1d450e5ee1eb	V29_GEN__C0495__C8B62934CE04BB70	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-73.45502	-62.10800999999998	-11.347010000000026	0.5	0.6
CANDIDATE_V29_GEN__C0502__0CE78841C4A22ACB_8x6b_s917_0e45efb0d8e9	V29_GEN__C0502__0CE78841C4A22ACB	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	8	-50.7944	-60.72972	9.935319999999997	0.5	1.0
CANDIDATE_V29_GEN__C0509__973998AE6F846AFF_8x6b_s917_1c69666b604b	V29_GEN__C0509__973998AE6F846AFF	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-57.13826	-75.1634	18.025139999999993	0.8	0.777778
CANDIDATE_V29_GEN__C0514__17F6582C6ACCB74D_8x6b_s917_1131daf279fa	V29_GEN__C0514__17F6582C6ACCB74D	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	10	-80.82092	-79.98196	-0.8389600000000002	0.75	0.5
CANDIDATE_V29_GEN__C0514__3F8AB69E5874284A_9e6y_s917_1a03d58caa4c	V29_GEN__C0514__3F8AB69E5874284A	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-63.29052	-79.36170000000001	16.071180000000012	0.7	0.4
CANDIDATE_V29_GEN__C0514__5F7F9FA443635D02_8x6b_s917_0b5383a08851	V29_GEN__C0514__5F7F9FA443635D02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-91.1456	-80.42600000000002	-10.719599999999986	0.6	0.6
CANDIDATE_V29_GEN__C0514__9D773066A67C6CED_9e6y_s917_0ad6756c956a	V29_GEN__C0514__9D773066A67C6CED	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-72.18060000000001	-71.3303	-0.8503000000000185	0.7	0.5
CANDIDATE_V29_GEN__C0514__B0D3C785DBE155B7_8x6b_s917_16d5305ec5d9	V29_GEN__C0514__B0D3C785DBE155B7	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	9	-58.682300000000005	-63.59210000000001	4.909800000000004	0.6	0.444444
CANDIDATE_V29_GEN__C0514__E365CD8B42CDF026_8x6b_s917_0a8fb25c51b3	V29_GEN__C0514__E365CD8B42CDF026	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-70.6871	-71.41999999999999	0.7328999999999866	0.6	0.8
CANDIDATE_V29_GEN__C0518__5480DCC1943E14B5_9e6y_s917_1dc8e0018c2b	V29_GEN__C0518__5480DCC1943E14B5	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	9	-64.3082	-67.6529	3.344700000000003	0.777778	1.0
CANDIDATE_V29_GEN__C0518__787D026B06119C5E_9e6y_s917_1393ecd9beb3	V29_GEN__C0518__787D026B06119C5E	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-48.518319999999996	-59.28184	10.763520000000007	0.7	0.6
CANDIDATE_V29_GEN__C0527__176D02340BE0A172_8x6b_s917_16930209fa68	V29_GEN__C0527__176D02340BE0A172	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-55.869099999999996	-71.2688	15.399700000000003	0.5	0.6
CANDIDATE_V29_GEN__C0527__1EF1B00BF869031A_9e6y_s917_1158237cbb78	V29_GEN__C0527__1EF1B00BF869031A	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	5	-91.6396	-75.5275	-16.112099999999998	0.888889	1.0
CANDIDATE_V29_GEN__C0527__5D4139FD62F38498_8x6b_s917_22f34161b0ae	V29_GEN__C0527__5D4139FD62F38498	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	7	-69.85029999999999	-73.0193	3.169000000000011	0.6	0.714286
CANDIDATE_V29_GEN__C0527__C2F9F3676A996C4B_8x6b_s917_1f8721a202dc	V29_GEN__C0527__C2F9F3676A996C4B	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	8	10	-70.3768	-84.44300000000001	14.06620000000001	0.5	0.8
CANDIDATE_V29_GEN__C0533__65D0A9FB4867FB63_8x6b_s917_14f43ec164e4	V29_GEN__C0533__65D0A9FB4867FB63	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	4	5	-59.171899999999994	-60.139799999999994	0.9679000000000002	1.0	0.8
